EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,DistanceFromHome,TrainingTimesLastYear,EnvironmentSatisfaction,ManagerRating,PromotionLast2Years,SalaryHikePercent,AbsenteeismDays,Attrition
100723,18,Male,Sales,Sales Representative,61448,1.1,0.8,Yes,3,2,5,8,4,3,3,0,15.1,3,No
100724,22,Male,R&D,Product Engineer,101347,6.8,5.7,No,2,4,4,5,3,4,3,0,16.3,3,No
100725,27,Female,Sales,Sales Executive,81515,5.3,2.9,Yes,3,2,4,22,1,3,3,0,10.6,4,No
100726,46,Male,Operations,Operations Analyst,82314,4.3,3.1,Yes,1,2,3,14,0,2,3,0,11.7,2,No
100727,37,Female,HR,HR Generalist,78087,3.1,0.7,No,4,3,5,20,3,2,5,0,16.9,4,No
100728,41,Male,R&D,Product Engineer,81595,1.0,0.0,No,4,4,3,14,2,3,3,0,10.8,1,Yes
100729,25,Female,IT,IT Support,81054,2.8,1.5,No,3,1,4,6,0,3,3,0,16.8,4,Yes
100730,25,Female,Finance,Financial Analyst,78804,3.7,2.2,No,3,3,2,2,0,3,3,0,12.3,0,No
100731,38,Female,Customer Support,Support Specialist,78182,6.5,5.4,No,4,3,3,4,5,3,4,0,13.4,2,No
100732,35,Female,Customer Support,Customer Success Manager,86568,8.3,5.9,No,3,3,3,12,2,3,4,0,16.0,0,No
100733,39,Female,IT,IT Support,88832,6.9,5.8,No,2,3,4,8,3,3,5,0,13.2,6,Yes
100734,33,Female,Operations,Supply Chain Specialist,81499,5.2,3.0,No,3,3,3,6,3,4,3,0,6.9,1,No
100735,37,Female,Operations,Operations Analyst,86434,4.3,2.5,Yes,1,2,3,2,4,4,4,0,11.1,6,No
100736,36,Male,HR,HR Business Partner,67379,4.9,4.8,No,3,3,3,8,8,4,4,1,11.6,5,No
100737,41,Male,IT,Security Analyst,85339,2.7,0.4,No,2,2,5,5,3,4,4,0,6.6,9,Yes
100738,41,Male,Sales,Sales Representative,64625,4.5,2.8,No,2,3,4,5,3,2,3,1,16.1,5,Yes
100739,21,Female,IT,Systems Administrator,88724,3.7,0.0,No,3,4,4,13,1,2,3,0,14.7,0,No
100740,18,Female,Customer Support,Support Lead,93988,16.0,15.6,No,4,3,3,5,2,3,4,0,15.6,4,No
100741,43,Male,Sales,Sales Executive,74534,5.0,3.1,No,4,4,4,5,2,4,4,0,10.0,4,No
100742,44,Male,Operations,Operations Analyst,61062,0.6,0.0,No,4,4,3,9,4,4,5,0,12.3,0,No
100743,26,Male,Customer Support,Support Lead,48934,3.0,2.8,No,3,4,3,13,1,4,4,0,15.9,5,No
100744,19,Female,R&D,Software Engineer,83500,3.4,3.3,No,3,4,4,7,1,1,3,0,12.0,1,No
100745,35,Male,HR,Recruiter,91895,7.5,2.9,Yes,1,2,3,18,2,4,1,0,13.9,4,No
100746,42,Male,Customer Support,Support Specialist,58107,5.4,3.5,No,3,4,3,4,4,3,2,0,17.6,1,No
100747,49,Female,Customer Support,Support Lead,53281,5.2,4.0,Yes,1,3,3,4,1,2,3,0,5.5,5,No
100748,39,Female,Sales,Sales Executive,86949,9.8,9.6,Yes,1,3,4,4,0,4,3,0,15.0,3,No
100749,31,Male,R&D,Software Engineer,97620,12.1,7.7,No,3,3,4,3,1,3,4,0,18.1,1,No
100750,27,Male,IT,Security Analyst,103830,6.8,6.1,No,3,3,3,10,0,3,2,0,10.8,2,No
100751,35,Female,R&D,Software Engineer,98083,3.2,1.3,Yes,2,2,4,5,2,4,3,0,18.9,2,No
100752,32,Female,R&D,Data Scientist,111905,3.3,1.7,No,4,4,3,4,3,3,3,0,14.2,3,No
100753,26,Female,Sales,Sales Executive,80699,9.0,3.0,Yes,2,2,3,10,2,2,4,0,18.2,6,No
100754,51,Male,Sales,Sales Representative,77542,3.3,1.8,No,3,3,3,13,3,3,3,0,14.0,2,No
100755,49,Male,Finance,Financial Analyst,95229,4.1,3.2,No,4,4,3,15,3,2,4,0,18.5,5,No
100756,44,Male,Finance,Accountant,74806,3.0,1.1,No,4,2,3,13,2,4,4,0,13.1,3,Yes
100757,27,Female,Finance,Finance Manager,110710,1.8,0.0,No,3,2,4,5,1,4,4,0,9.2,3,Yes
100758,42,Male,Operations,Supply Chain Specialist,100435,15.2,6.0,Yes,1,1,4,10,0,2,4,0,11.8,8,Yes
100759,40,Male,R&D,Software Engineer,85347,4.1,2.7,No,3,2,3,11,2,2,3,0,15.6,4,No
100760,38,Female,R&D,Software Engineer,92099,10.7,10.3,Yes,2,3,4,6,1,2,2,1,20.0,0,No
100761,45,Female,Sales,Sales Executive,63873,3.3,2.2,No,3,4,4,9,0,3,3,0,12.9,4,No
100762,40,Female,Sales,Sales Executive,57669,2.6,0.7,No,2,3,3,4,2,3,3,0,18.3,5,No
100763,41,Male,R&D,Research Scientist,90410,6.4,4.2,No,3,3,3,6,3,3,4,0,10.8,4,No
100764,40,Male,Sales,Account Manager,99069,8.3,8.1,Yes,3,2,3,10,2,4,3,0,13.6,7,No
100765,37,Male,Sales,Sales Executive,74624,8.7,7.8,Yes,1,1,3,19,0,4,4,1,16.0,8,Yes
100766,20,Male,Sales,Account Manager,86215,3.7,0.0,No,2,4,3,15,0,4,3,0,7.3,8,No
100767,35,Male,IT,Systems Administrator,101312,6.8,6.2,No,3,4,3,12,7,2,3,0,11.6,2,No
100768,30,Male,Finance,Accountant,69403,2.8,0.0,No,3,3,3,9,1,4,3,0,20.3,1,No
100769,24,Female,Customer Support,Customer Success Manager,94163,4.5,3.4,No,3,2,3,8,5,4,5,0,8.8,4,No
100770,48,Female,Operations,Operations Manager,95137,3.5,2.0,No,3,3,3,4,1,4,4,0,14.2,2,No
100771,49,Female,Finance,Accountant,83287,3.1,1.9,No,2,2,3,5,3,3,4,1,10.5,4,No
100772,46,Male,Sales,Sales Manager,88444,4.6,2.7,No,2,3,3,5,1,2,3,0,8.7,9,No
100773,37,Male,Finance,Accountant,68983,1.7,0.2,Yes,2,2,4,11,3,2,3,0,9.0,2,No
100774,46,Male,Sales,Sales Representative,81284,7.9,6.6,No,3,3,3,14,0,2,3,0,15.3,1,No
100775,35,Male,R&D,Lab Technician,88590,3.1,0.7,No,3,2,3,12,3,3,4,0,9.0,5,No
100776,36,Male,R&D,Product Engineer,91116,7.6,7.3,No,3,4,3,16,1,4,3,0,16.4,0,No
100777,26,Male,R&D,Research Scientist,68353,2.0,0.1,No,3,3,3,8,0,4,3,0,10.1,4,No
100778,38,Female,R&D,Product Engineer,84688,3.1,3.0,No,4,3,2,5,2,3,3,0,12.4,1,No
100779,35,Male,IT,Security Analyst,80232,1.7,0.0,No,2,3,3,8,2,3,3,0,13.4,4,No
100780,24,Female,Operations,Supply Chain Specialist,74486,1.7,0.4,No,2,2,3,5,3,3,3,0,6.3,8,Yes
100781,34,Male,Operations,Operations Analyst,78190,2.3,0.0,No,4,3,3,12,1,3,4,0,12.7,0,No
100782,34,Male,Finance,Accountant,80063,2.1,2.1,No,3,3,3,7,3,4,2,0,13.2,0,No
100783,49,Male,HR,HR Business Partner,59071,1.7,0.0,No,2,4,4,8,1,3,4,0,18.0,5,No
100784,42,Male,Sales,Sales Executive,65741,4.3,3.6,Yes,3,3,3,12,2,3,5,0,8.6,0,No
100785,35,Male,IT,Security Analyst,76971,6.3,4.8,No,4,4,3,5,3,3,3,0,9.1,1,No
100786,37,Female,HR,HR Business Partner,70656,6.5,3.9,No,4,4,3,14,1,4,3,0,14.3,3,No
100787,35,Male,R&D,Data Scientist,94401,0.9,0.0,Yes,3,3,3,4,1,4,4,0,16.9,2,No
100788,33,Male,R&D,Product Engineer,82480,3.4,1.1,No,4,3,3,10,1,2,3,0,9.9,1,No
100789,26,Female,Customer Support,Support Lead,61068,3.2,2.1,Yes,2,3,2,8,2,4,3,0,7.7,4,No
100790,33,Male,Finance,Accountant,89306,9.9,6.0,Yes,2,2,3,13,1,3,3,0,10.9,6,Yes
100791,28,Female,R&D,Lab Technician,74837,3.5,2.2,Yes,2,1,5,4,2,3,2,0,10.5,4,No
100792,24,Male,Finance,Accountant,89780,4.0,2.7,No,3,3,3,4,2,3,3,0,13.4,3,No
100793,39,Female,R&D,Research Scientist,70340,1.2,0.0,No,4,2,3,12,2,3,2,0,8.2,1,No
100794,38,Male,R&D,Lab Technician,74954,2.2,0.7,No,3,3,3,7,3,4,3,0,15.4,2,No
100795,20,Male,R&D,Research Scientist,78695,1.2,0.8,Yes,1,1,3,8,1,2,4,0,12.7,0,No
100796,33,Female,R&D,Lab Technician,80019,4.5,3.9,No,2,3,3,6,2,4,5,0,15.5,0,No
100797,43,Female,IT,Systems Administrator,110277,10.1,6.9,No,4,4,3,13,2,3,3,0,4.0,0,No
100798,43,Male,Sales,Sales Executive,48049,2.3,0.0,No,3,4,4,10,3,3,4,0,7.8,2,No
100799,43,Female,Operations,Operations Manager,93534,3.6,0.9,Yes,3,3,4,9,1,3,4,0,18.5,0,No
100800,35,Male,R&D,Data Scientist,91983,2.1,0.0,Yes,2,1,4,4,5,2,3,0,11.5,9,Yes
100801,28,Male,IT,Systems Administrator,77726,2.6,1.7,Yes,3,1,3,11,3,2,2,0,6.9,2,Yes
100802,26,Male,Finance,Financial Analyst,79923,4.5,3.7,No,2,4,3,5,6,4,5,0,11.3,5,No
100803,37,Female,Finance,Financial Analyst,112027,13.2,11.8,No,3,4,3,6,6,4,3,0,12.8,2,No
100804,38,Male,Finance,Finance Manager,134352,9.8,6.2,No,2,3,4,4,0,2,5,0,13.4,3,No
100805,45,Female,Customer Support,Support Specialist,81253,11.7,9.9,No,3,3,2,7,2,2,4,0,13.6,3,No
100806,44,Male,HR,HR Generalist,74378,7.7,7.2,No,2,3,3,15,1,4,3,0,13.2,5,No
100807,33,Female,IT,Systems Administrator,76357,3.5,3.2,No,1,2,3,9,2,3,4,0,13.0,6,No
100808,24,Female,IT,Security Analyst,91506,3.2,0.3,No,3,2,3,6,1,4,5,0,16.7,0,No
100809,32,Male,R&D,Research Scientist,80552,2.3,0.0,No,2,3,3,9,5,3,5,1,14.5,3,No
100810,36,Male,R&D,Research Scientist,86068,0.3,0.1,Yes,3,1,3,9,1,3,3,0,11.8,3,No
100811,33,Male,R&D,Data Scientist,101608,3.5,0.5,No,3,3,3,8,3,3,3,0,14.8,0,No
100812,30,Female,R&D,Research Scientist,117347,10.2,8.1,No,4,4,3,9,3,1,3,0,13.9,0,No
100813,37,Male,R&D,Lab Technician,110307,10.2,9.5,No,3,3,3,5,2,2,3,0,8.8,5,No
100814,30,Male,R&D,Lab Technician,131151,16.3,14.5,No,3,3,2,9,3,4,4,0,11.7,1,No
100815,29,Male,Finance,Accountant,72438,4.8,4.4,No,3,3,4,3,2,4,4,1,18.0,2,No
100816,37,Female,Sales,Sales Representative,42543,1.5,0.3,No,4,3,3,11,2,4,2,0,9.9,0,Yes
100817,31,Male,Operations,Supply Chain Specialist,88832,6.0,4.5,Yes,2,2,3,4,2,3,4,0,10.1,6,No
100818,37,Male,R&D,Software Engineer,126080,13.3,9.4,Yes,2,3,3,16,6,1,3,0,7.1,0,No
100819,37,Female,IT,Systems Administrator,125313,11.1,9.9,No,4,3,3,2,0,3,3,0,4.0,1,No
100820,25,Male,Sales,Sales Representative,47906,2.9,2.2,No,1,2,3,21,1,4,4,0,10.7,3,No
100821,31,Female,R&D,Data Scientist,101492,1.6,0.0,No,4,3,2,3,4,4,4,0,12.4,2,Yes
100822,46,Male,Sales,Sales Executive,47906,1.6,0.0,No,4,3,3,4,2,4,4,0,8.2,1,No
100823,25,Male,IT,Systems Administrator,69015,2.4,1.7,No,3,3,3,10,0,3,3,0,16.8,5,No
100824,18,Female,R&D,Research Scientist,78120,2.7,2.2,No,2,3,3,11,2,2,3,1,10.8,4,No
100825,19,Female,Customer Support,Customer Success Manager,86001,3.3,2.8,No,4,3,4,7,5,3,3,0,17.2,2,No
100826,35,Female,R&D,Product Engineer,89144,6.6,2.7,No,2,3,3,13,3,3,2,0,13.5,6,No
100827,35,Male,Finance,Financial Analyst,80543,3.2,0.9,Yes,2,2,2,5,4,4,3,0,19.6,2,No
100828,34,Male,R&D,Research Scientist,95248,4.3,3.2,No,2,3,4,7,1,3,5,1,18.4,3,No
100829,44,Male,Finance,Financial Analyst,83672,1.1,0.0,Yes,4,1,4,7,2,3,2,0,8.9,2,No
100830,18,Male,R&D,Data Scientist,105593,2.3,1.6,No,2,4,3,6,1,3,3,0,15.7,1,No
100831,38,Male,R&D,Software Engineer,85107,2.2,0.8,No,3,3,3,3,0,3,3,0,17.9,0,No
100832,47,Male,Sales,Sales Representative,53605,0.9,0.5,No,1,2,2,8,3,4,4,0,5.8,7,Yes
100833,25,Male,Sales,Sales Representative,57120,3.2,0.0,Yes,3,2,4,8,3,2,3,0,16.2,4,Yes
100834,31,Male,Sales,Sales Executive,60371,1.1,0.4,No,3,3,3,15,2,2,2,0,15.0,3,No
100835,28,Male,Customer Support,Support Specialist,50142,3.0,2.3,No,4,4,4,4,4,4,2,0,13.3,2,No
100836,27,Male,R&D,Data Scientist,107792,4.6,2.6,No,3,3,3,6,1,2,4,0,4.0,2,No
100837,32,Female,Sales,Account Manager,97279,10.3,10.2,No,4,3,3,16,2,4,3,0,11.0,0,No
100838,46,Female,Customer Support,Customer Success Manager,78348,2.1,1.8,Yes,1,3,4,10,3,1,3,0,12.0,9,No
100839,50,Male,Sales,Sales Executive,56917,4.5,1.8,Yes,3,2,2,11,0,3,5,0,17.4,6,No
100840,32,Female,R&D,Research Scientist,78715,2.6,2.1,No,3,3,3,10,3,4,3,0,11.7,1,No
100841,50,Female,IT,IT Support,65116,1.0,0.0,No,3,3,3,11,1,3,4,0,10.6,5,No
100842,35,Male,Customer Support,Support Specialist,76111,10.4,8.7,No,3,4,3,22,1,2,4,0,9.9,2,No
100843,49,Male,IT,Security Analyst,82254,4.7,4.5,No,4,2,2,9,1,3,4,0,13.1,3,No
100844,34,Male,R&D,Product Engineer,70746,5.8,1.1,No,3,4,3,5,4,3,2,0,12.2,0,Yes
100845,36,Male,Customer Support,Customer Success Manager,92578,11.5,9.8,No,4,3,3,12,1,3,3,0,9.2,2,Yes
100846,37,Female,Sales,Sales Executive,68833,3.0,1.8,Yes,1,3,3,6,2,3,4,0,12.9,4,Yes
100847,60,Female,Customer Support,Support Lead,55807,1.4,0.0,Yes,3,1,4,8,2,3,5,0,12.0,4,No
100848,41,Male,Operations,Supply Chain Specialist,60210,2.1,1.9,No,4,3,3,10,1,3,3,0,4.0,0,No
100849,29,Female,Customer Support,Customer Success Manager,84925,1.3,0.0,No,2,3,3,5,2,4,3,0,14.3,2,No
100850,42,Male,R&D,Research Scientist,95767,8.6,8.0,No,3,3,3,6,1,3,4,0,14.0,4,No
100851,32,Female,Sales,Sales Manager,112623,13.7,12.4,Yes,4,1,3,11,3,3,4,0,12.7,2,No
100852,30,Female,IT,Systems Administrator,75350,4.5,3.6,No,4,3,4,6,4,3,4,0,12.5,0,No
100853,42,Male,HR,Recruiter,94600,6.7,5.1,Yes,3,1,4,14,0,4,3,0,13.7,5,No
100854,35,Male,HR,HR Business Partner,83396,7.9,6.8,No,3,2,4,5,3,2,3,0,16.9,2,No
100855,37,Female,Customer Support,Support Specialist,90161,12.0,11.1,Yes,3,1,4,5,3,3,4,0,11.8,6,No
100856,35,Female,Finance,Finance Manager,138758,13.3,12.8,No,2,4,3,23,0,3,4,0,15.0,5,No
100857,37,Male,R&D,Lab Technician,59566,0.7,0.5,Yes,3,2,3,4,4,2,3,0,6.8,4,No
100858,38,Male,R&D,Software Engineer,76974,2.6,2.5,Yes,2,2,3,8,5,2,3,0,12.6,6,No
100859,19,Male,Sales,Sales Executive,69535,4.2,3.9,No,4,4,4,23,4,3,3,0,14.1,2,Yes
100860,40,Male,Sales,Account Manager,81643,2.4,0.0,Yes,2,2,3,8,5,2,5,0,15.5,6,No
100861,26,Female,Sales,Sales Representative,82729,3.4,2.9,No,2,3,3,17,3,3,4,1,11.3,2,No
100862,23,Female,Operations,Operations Manager,95103,5.6,4.9,Yes,3,2,4,12,1,4,4,0,11.2,2,No
100863,34,Female,IT,IT Support,94089,5.5,4.8,No,4,3,3,8,0,3,3,0,7.1,0,Yes
100864,35,Female,HR,HR Generalist,87894,7.7,6.7,No,4,4,4,8,3,2,3,0,12.0,1,No
100865,29,Female,R&D,Research Scientist,89045,4.3,2.1,No,2,4,4,3,2,2,2,0,14.9,1,No
100866,41,Male,IT,Systems Administrator,72200,0.4,0.0,No,1,3,4,7,3,3,2,0,7.7,7,No
100867,23,Male,Operations,Supply Chain Specialist,67628,3.2,0.3,No,3,4,3,9,2,3,4,0,10.4,4,No
100868,31,Male,Operations,Operations Analyst,58881,5.2,4.9,Yes,1,2,3,9,0,3,3,0,14.1,7,Yes
100869,30,Male,HR,HR Business Partner,85063,8.1,5.5,No,4,3,4,32,5,3,4,1,16.1,3,No
100870,34,Female,Operations,Operations Manager,109216,7.3,3.0,Yes,3,2,3,10,3,4,2,0,12.3,3,Yes
100871,37,Female,HR,HR Generalist,73431,3.8,2.4,No,4,3,2,12,2,3,3,0,6.7,2,No
100872,26,Female,R&D,Lab Technician,82568,2.5,2.1,No,4,1,5,15,4,2,4,1,16.1,4,Yes
100873,40,Male,Operations,Operations Analyst,81534,4.0,1.8,No,4,4,4,11,1,4,5,0,14.1,6,No
100874,35,Male,R&D,Software Engineer,68766,0.8,0.0,No,4,2,4,8,3,4,3,0,13.4,2,No
100875,19,Male,R&D,Research Scientist,95855,2.7,0.8,Yes,4,2,3,8,3,3,4,0,12.5,0,Yes
100876,18,Male,R&D,Research Scientist,94229,9.1,6.2,Yes,3,2,3,7,0,3,4,0,10.9,3,No
100877,34,Male,HR,Recruiter,67829,4.0,3.0,No,3,2,4,10,1,4,3,0,12.4,2,No
100878,33,Male,HR,Recruiter,79408,5.4,4.6,No,2,3,3,7,2,3,5,0,8.4,2,No
100879,34,Male,IT,Systems Administrator,67525,1.3,0.0,No,4,3,3,12,3,1,3,0,15.4,3,No
100880,34,Female,R&D,Product Engineer,106661,8.1,5.9,No,3,2,3,5,4,4,4,0,7.7,5,No
100881,36,Male,Sales,Sales Executive,60755,3.7,0.3,No,4,3,4,9,2,4,4,0,14.6,1,No
100882,42,Male,Operations,Supply Chain Specialist,77703,5.2,2.4,No,3,3,3,19,2,4,3,0,18.3,1,Yes
100883,25,Female,R&D,Data Scientist,109570,6.0,2.6,No,4,4,3,7,1,2,4,0,15.9,1,No
100884,25,Male,Customer Support,Customer Success Manager,92089,7.9,6.0,Yes,1,1,3,23,4,3,4,0,13.8,6,No
100885,26,Female,Sales,Sales Manager,109300,4.7,1.6,Yes,2,1,3,9,3,3,3,0,12.9,7,Yes
100886,37,Female,Finance,Financial Analyst,74602,3.8,3.1,No,3,4,4,8,1,3,5,0,13.6,3,No
100887,45,Male,HR,HR Business Partner,40225,1.5,1.3,Yes,2,2,3,9,7,3,4,1,11.3,10,Yes
100888,31,Female,Operations,Supply Chain Specialist,56607,1.2,0.6,Yes,4,1,3,7,1,3,4,0,11.1,1,No
100889,18,Female,Sales,Sales Executive,67902,4.6,3.4,Yes,1,2,3,3,2,3,1,1,16.5,3,No
100890,21,Female,Customer Support,Customer Success Manager,85568,5.3,4.2,No,4,3,3,13,3,4,4,0,13.4,2,Yes
100891,28,Female,HR,HR Business Partner,84047,5.9,4.5,No,4,3,3,27,1,4,4,0,14.8,1,No
100892,30,Female,Finance,Financial Analyst,85560,2.1,1.4,No,4,3,4,11,3,2,3,0,18.3,2,No
100893,31,Female,HR,Recruiter,61774,2.7,2.6,Yes,4,1,3,11,3,3,4,0,11.4,5,Yes
100894,35,Male,Sales,Sales Executive,51580,4.6,3.6,No,3,4,3,7,3,3,4,0,12.7,3,No
100895,32,Female,HR,HR Generalist,54052,3.0,2.7,No,2,4,3,15,4,3,4,0,5.4,5,Yes
100896,43,Female,R&D,Product Engineer,128750,17.2,15.8,No,4,2,5,8,0,2,3,0,21.9,5,No
100897,29,Female,R&D,Software Engineer,68239,2.6,0.6,No,4,2,4,9,1,3,5,0,12.6,4,No
100898,27,Female,Finance,Finance Manager,106290,5.5,4.5,No,3,4,3,3,0,4,4,0,14.3,6,Yes
100899,38,Male,HR,Recruiter,91832,7.2,6.8,No,2,4,3,6,1,3,4,0,10.5,2,No
100900,22,Female,Sales,Sales Manager,101085,7.5,6.0,No,2,1,3,10,1,3,4,0,10.5,8,No
100901,38,Female,Sales,Account Manager,83691,2.9,0.0,Yes,4,3,4,13,3,3,4,0,13.2,3,No
100902,35,Male,Sales,Account Manager,84153,6.1,3.9,No,3,4,5,14,4,4,4,0,9.6,5,No
100903,33,Male,Sales,Sales Executive,71556,5.6,3.3,No,1,2,4,3,1,3,3,0,5.3,3,Yes
100904,48,Male,Finance,Accountant,87513,6.2,5.3,No,4,4,4,4,2,2,4,0,18.1,4,No
100905,29,Male,Sales,Sales Executive,68548,4.5,3.9,No,2,3,3,11,1,3,4,0,13.9,4,No
100906,51,Female,Operations,Supply Chain Specialist,89584,7.2,3.8,Yes,3,2,3,5,1,4,5,0,8.8,3,Yes
100907,33,Male,Sales,Account Manager,97763,4.9,4.9,No,3,2,3,13,3,2,4,0,13.6,1,No
100908,24,Male,Sales,Sales Executive,57640,1.4,0.7,Yes,3,3,4,3,3,4,3,0,16.9,3,No
100909,35,Female,Operations,Supply Chain Specialist,79967,4.8,0.0,Yes,3,3,3,8,0,4,5,0,9.6,3,No
100910,26,Female,R&D,Product Engineer,86032,5.2,3.9,No,3,4,3,8,3,1,2,0,13.4,1,No
100911,28,Female,R&D,Research Scientist,106273,6.9,6.7,No,4,4,3,11,4,3,4,0,15.5,2,No
100912,38,Female,Customer Support,Support Lead,56736,4.6,2.5,No,3,3,3,5,2,4,3,0,7.0,3,No
100913,39,Female,Customer Support,Support Specialist,87173,12.2,11.2,No,3,4,4,3,1,3,5,0,15.9,6,No
100914,29,Female,IT,IT Support,91610,3.9,3.8,Yes,2,3,3,9,0,3,4,0,13.3,1,Yes
100915,43,Female,Sales,Sales Executive,56625,2.8,1.1,No,3,3,4,11,7,3,3,1,23.1,0,No
100916,44,Male,Finance,Accountant,89293,9.8,8.3,No,4,2,3,14,2,3,3,0,13.9,1,No
100917,46,Female,Customer Support,Support Specialist,58463,3.8,2.3,No,3,2,3,7,3,3,3,0,10.6,4,No
100918,39,Male,Customer Support,Customer Success Manager,98286,4.3,2.1,No,4,2,4,13,4,3,3,0,13.0,2,No
100919,46,Male,Sales,Account Manager,70203,5.2,4.8,No,2,2,4,11,0,3,3,0,21.1,6,No
100920,19,Male,R&D,Software Engineer,90602,4.9,3.0,No,1,4,4,17,1,4,3,0,12.8,3,No
100921,32,Female,R&D,Lab Technician,88134,6.2,4.6,No,3,3,3,8,1,2,4,0,14.1,1,No
100922,27,Female,Sales,Sales Executive,71611,6.6,3.3,No,3,3,3,3,2,2,4,0,11.2,0,Yes
100923,35,Male,IT,Security Analyst,73183,2.6,1.9,No,3,3,4,8,2,4,3,0,17.8,5,Yes
100924,30,Female,R&D,Research Scientist,88084,1.7,0.0,No,2,3,4,9,2,3,2,0,18.0,2,No
100925,33,Male,R&D,Research Scientist,80244,1.8,0.0,No,3,4,4,11,5,3,4,1,16.4,1,No
100926,50,Female,Sales,Sales Executive,90535,9.2,7.9,No,3,2,4,4,2,3,4,0,12.6,6,No
100927,33,Female,HR,Recruiter,79077,3.6,2.1,No,2,3,3,7,1,3,4,0,10.5,3,No
100928,38,Female,Sales,Sales Executive,75309,7.2,5.8,No,2,3,3,13,2,3,4,0,6.0,3,Yes
100929,33,Female,R&D,Software Engineer,92525,6.8,4.2,No,3,2,4,8,1,4,5,0,14.4,7,No
100930,35,Male,Sales,Sales Representative,69155,4.3,3.2,No,4,4,3,7,2,2,4,0,12.3,1,No
100931,35,Male,Customer Support,Support Lead,61852,2.1,0.0,Yes,3,2,4,23,1,3,5,0,11.1,3,Yes
100932,38,Female,Sales,Account Manager,85700,6.9,4.8,Yes,2,1,3,5,3,1,5,0,5.6,4,Yes
100933,44,Female,HR,HR Business Partner,71565,4.2,0.0,No,3,4,4,16,1,4,2,1,17.2,0,Yes
100934,48,Male,Sales,Sales Manager,76838,1.6,0.9,No,4,3,4,14,1,3,2,0,15.2,5,No
100935,37,Male,Sales,Sales Executive,57817,3.0,0.6,No,2,3,3,7,2,4,3,1,15.9,2,No
100936,39,Male,Sales,Sales Executive,49301,1.1,0.8,Yes,3,1,4,8,3,4,4,0,10.5,5,No
100937,25,Male,Sales,Sales Representative,56289,3.1,1.9,No,4,4,3,8,1,4,3,0,13.4,0,No
100938,34,Male,Sales,Sales Representative,77701,4.5,2.3,No,2,4,3,9,3,3,4,0,11.4,5,Yes
100939,42,Male,HR,HR Business Partner,65204,3.9,1.4,Yes,4,1,4,6,2,3,3,0,17.0,4,No
100940,42,Female,Finance,Finance Manager,113814,3.6,2.6,Yes,4,2,3,6,1,2,3,0,8.6,4,Yes
100941,36,Male,Sales,Sales Representative,67579,4.5,0.9,No,3,2,3,7,3,2,3,0,16.0,1,Yes
100942,42,Male,R&D,Lab Technician,83006,6.0,1.8,Yes,2,3,3,7,2,3,3,0,17.3,4,No
100943,39,Male,Finance,Financial Analyst,95717,7.5,6.8,No,4,4,5,7,2,2,4,0,14.4,3,No
100944,44,Male,R&D,Research Scientist,89549,8.2,7.0,No,3,3,3,2,2,4,3,0,13.4,1,No
100945,37,Female,R&D,Lab Technician,87144,2.4,1.3,No,1,2,4,9,3,3,3,0,16.7,7,Yes
100946,32,Male,Sales,Sales Manager,99970,8.7,7.8,Yes,3,1,3,6,3,2,4,0,8.4,5,No
100947,37,Female,R&D,Lab Technician,95137,4.2,0.2,No,3,4,3,3,2,3,3,0,10.3,0,No
100948,18,Female,R&D,Data Scientist,115462,3.3,0.0,No,4,2,4,7,2,3,4,0,14.6,5,No
100949,38,Male,Customer Support,Customer Success Manager,62462,1.9,0.8,No,2,2,3,7,2,3,3,0,19.1,8,Yes
100950,18,Female,Customer Support,Support Specialist,46810,0.3,0.0,No,3,3,4,16,1,3,2,0,9.8,5,No
100951,20,Female,Customer Support,Support Specialist,57355,5.7,2.4,No,4,3,4,6,2,3,4,1,22.2,0,No
100952,38,Male,R&D,Product Engineer,111024,5.5,3.7,No,3,3,5,12,5,2,4,1,15.8,0,No
100953,38,Male,Sales,Sales Representative,56997,2.8,1.7,No,2,3,4,17,2,1,3,0,13.9,1,No
100954,25,Female,R&D,Data Scientist,89124,2.8,2.1,No,4,4,3,6,0,3,4,0,16.3,1,No
100955,29,Female,R&D,Lab Technician,106323,3.8,1.2,No,3,2,4,8,3,4,5,0,21.1,6,No
100956,46,Male,Sales,Sales Representative,56025,3.3,3.0,Yes,4,2,3,21,2,3,3,0,13.5,2,No
100957,31,Male,Sales,Sales Manager,66763,2.3,1.2,No,2,3,3,9,2,4,5,1,18.6,4,No
100958,53,Male,R&D,Software Engineer,69014,1.7,0.8,No,3,3,3,10,3,3,1,0,8.8,5,Yes
100959,34,Female,R&D,Lab Technician,103449,8.8,8.5,No,3,4,4,7,2,4,4,0,12.1,3,No
100960,38,Male,Sales,Sales Executive,62012,3.0,1.7,No,3,3,3,12,4,4,3,0,7.3,2,No
100961,48,Male,IT,Security Analyst,78076,5.5,4.3,No,2,3,3,8,2,4,4,0,10.2,1,No
100962,36,Female,R&D,Lab Technician,89795,6.3,5.8,Yes,1,1,3,3,2,2,3,0,14.0,5,Yes
100963,26,Female,Operations,Operations Analyst,78718,5.7,1.8,No,4,1,3,7,1,3,3,0,12.7,1,No
100964,34,Female,R&D,Lab Technician,106715,6.5,3.9,Yes,3,2,4,4,4,4,3,0,20.0,2,No
